Time,gps_header.seq,gps_header.stamp.secs,gps_header.stamp.nsecs,gps_header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,grid
1663939571.2596886,0,48371,0,GPS1_Frame,42.31276166666667,-71.09666999999999,53.0,327207.98328625935,4686631.533696172,19,T
1663939572.2609086,0,48372,0,GPS1_Frame,42.31276666666666,-71.09667666666665,53.0,327207.44752887817,4686632.102447351,19,T
1663939573.2413037,0,48373,0,GPS1_Frame,42.31277333333334,-71.09668333333335,53.0,327206.9163326991,4686632.856268606,19,T
1663939574.2393136,0,48374,0,GPS1_Frame,42.31278166666666,-71.096685,53.0,327206.8017781439,4686633.785004053,19,T
1663939575.259773,0,48375,0,GPS1_Frame,42.31278833333334,-71.09668166666667,52.8,327207.09474284097,4686634.518513607,19,T
1663939576.2597017,0,48376,0,GPS1_Frame,42.312796666666664,-71.09667666666665,52.6,327207.52962868137,4686635.433707926,19,T
1663939577.2598472,0,48377,0,GPS1_Frame,42.31280666666667,-71.096675,52.5,327207.6943553632,4686636.540742844,19,T
1663939578.2604644,0,48378,0,GPS1_Frame,42.31281666666667,-71.09668166666667,52.3,327207.17228176026,4686637.664704161,19,T
1663939579.2434278,0,48379,0,GPS1_Frame,42.312825000000004,-71.09669166666666,52.0,327206.3709271462,4686638.610366086,19,T
1663939580.239296,0,48380,0,GPS1_Frame,42.31283333333334,-71.09670333333334,51.6,327205.4322127386,4686639.559413431,19,T
1663939581.2607675,0,48381,0,GPS1_Frame,42.31283833333334,-71.09671499999999,51.5,327204.4843762126,4686640.138320843,19,T
1663939582.2601974,0,48382,0,GPS1_Frame,42.31284333333333,-71.09672666666667,51.4,327203.5365398354,4686640.717228387,19,T
1663939583.2405596,0,48383,0,GPS1_Frame,42.31284833333334,-71.09673666666666,51.4,327202.7260635956,4686641.292750688,19,T
1663939584.2595518,0,48384,0,GPS1_Frame,42.312855000000006,-71.09674833333334,51.2,327201.78278877854,4686642.056728515,19,T
1663939585.2589345,0,48385,0,GPS1_Frame,42.31286166666667,-71.09676166666667,51.3,327200.7021542152,4686642.824091889,19,T
1663939586.240067,0,48386,0,GPS1_Frame,42.31286333333334,-71.096775,51.4,327199.6078359183,4686643.036245331,19,T
1663939587.2413065,0,48387,0,GPS1_Frame,42.312864999999995,-71.09679166666666,51.1,327198.2387977905,4686643.255169868,19,T
1663939588.2384255,0,48388,0,GPS1_Frame,42.312864999999995,-71.09680833333333,50.8,327196.8651983397,4686643.289024639,19,T
1663939589.2384162,0,48389,0,GPS1_Frame,42.312868333333334,-71.09682500000001,50.7,327195.5007217488,4686643.6930197505,19,T
1663939590.2351022,0,48390,0,GPS1_Frame,42.312875,-71.09683833333334,50.4,327194.42008808523,4686644.460384121,19,T
1663939591.238188,0,48391,0,GPS1_Frame,42.31288166666666,-71.09684999999999,50.2,327193.4768145658,4686645.224363108,19,T
1663939592.2382207,0,48392,0,GPS1_Frame,42.31288833333333,-71.09686166666667,50.1,327192.533541247,4686645.98834223,19,T
1663939593.238723,0,48393,0,GPS1_Frame,42.312895,-71.09687166666666,49.7,327191.72762801696,4686646.748935888,19,T
1663939594.2342958,0,48394,0,GPS1_Frame,42.312900000000006,-71.09688166666666,49.4,327190.91715340375,4686647.324459609,19,T
1663939595.235216,0,48395,0,GPS1_Frame,42.31290666666667,-71.09689333333334,49.1,327189.97388064704,4686648.088439092,19,T
1663939596.2353492,0,48396,0,GPS1_Frame,42.312913333333334,-71.09690333333333,48.9,327189.1679679372,4686648.849033063,19,T
1663939597.2360418,0,48397,0,GPS1_Frame,42.31292166666667,-71.09691333333333,48.6,327188.3666170313,4686649.794697171,19,T
1663939598.2395053,0,48398,0,GPS1_Frame,42.312931666666664,-71.09692166666667,48.4,327187.70718779473,4686650.922045741,19,T
1663939599.2402499,0,48399,0,GPS1_Frame,42.31294,-71.09692666666666,48.2,327187.31791668315,4686651.857552972,19,T
1663939600.2671852,0,48400,0,GPS1_Frame,42.31294833333333,-71.09693,48.1,327187.06600545,4686652.789674539,19,T
1663939601.2394006,0,48401,0,GPS1_Frame,42.312954999999995,-71.096935,48.3,327186.6721728671,4686653.540111773,19,T
1663939602.2382462,0,48402,0,GPS1_Frame,42.312954999999995,-71.09694666666665,48.9,327185.7106546148,4686653.563811714,19,T
