Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1664214509.1997778,0,64109,0,GPS1_Frame1,42.33734666666667,-71.08646166666666,1.0,4689340.8209115295,328116.28260051773,19,T
1664214510.220297,0,64110,0,GPS1_Frame1,42.337361666666666,-71.08644666666666,1.0,4689342.456225746,328117.5592281377,19,T
1664214511.2014601,0,64111,0,GPS1_Frame1,42.33738,-71.08643833333333,1.0,4689344.475157392,328118.29571122455,19,T
1664214512.2005355,0,64112,0,GPS1_Frame1,42.33739166666667,-71.08641833333333,1.0,4689345.7302238075,328119.97517520696,19,T
1664214513.1993814,0,64113,0,GPS1_Frame1,42.33741,-71.0864,1.0,4689347.728941988,328121.535495698,19,T
1664214514.2015903,0,64114,0,GPS1_Frame1,42.33741666666667,-71.08637333333333,1.0,4689348.415321704,328123.75056133774,19,T
1664214515.2010186,0,64115,0,GPS1_Frame1,42.337425,-71.08635666666666,1.0,4689349.3069859,328125.14632909646,19,T
1664214516.2213664,0,64116,0,GPS1_Frame1,42.33743,-71.08633833333333,1.0,4689349.825140301,328126.6703213434,19,T
1664214517.2209783,0,64117,0,GPS1_Frame1,42.33744,-71.08632333333334,1.0,4689350.905244486,328127.9333228145,19,T
1664214518.199319,0,64118,0,GPS1_Frame1,42.33745,-71.08630666666667,1.0,4689351.981980096,328129.3336302077,19,T
1664214519.1995738,0,64119,0,GPS1_Frame1,42.337455,-71.08628333333333,1.0,4689352.490029112,328131.2695404238,19,T
1664214520.1985452,0,64120,0,GPS1_Frame1,42.33745666666667,-71.08626666666666,1.1,4689352.641412322,328132.64714399586,19,T
1664214521.2177076,0,64121,0,GPS1_Frame1,42.33746166666667,-71.08624833333333,1.1,4689353.15956832,328134.1711348959,19,T
1664214522.1986473,0,64122,0,GPS1_Frame1,42.337468333333334,-71.08622833333334,1.0,4689353.859426588,328135.8369723373,19,T
1664214523.2001429,0,64123,0,GPS1_Frame1,42.337475,-71.08620833333333,1.0,4689354.559285241,328137.50280943257,19,T
1664214524.2198634,0,64124,0,GPS1_Frame1,42.33748333333333,-71.08619,1.0,4689355.44758349,328139.0358803695,19,T
1664214525.2012024,0,64125,0,GPS1_Frame1,42.337493333333335,-71.086175,1.0,4689356.527689826,328140.2988788771,19,T
1664214526.2206113,0,64126,0,GPS1_Frame1,42.33750166666667,-71.08616,1.0,4689357.422725772,328141.55733662593,19,T
